id,name,domain,metric_type,frontier_class,direction,unit,year,value,source_name,source_url,provenance_note
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1977,5.698839,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1978,6.339017,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1979,6.8724985,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1980,5.7113914,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1981,6.8348413,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1982,7.1047196,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1983,5.090042,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1984,6.696763,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1985,7.40598,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1986,7.493848,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1987,7.518953,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1988,5.309711,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1989,7.299284,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1990,7.4373612,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1991,6.816012,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1992,8.253275,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1993,6.320188,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1994,8.698889,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1995,7.1235485,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1996,7.977119,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1997,7.952014,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1998,8.435286,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1999,8.397629,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2000,8.592192,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2001,8.673783,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2002,8.115197,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2003,8.924833,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2004,10.060836,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2005,9.282579,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2006,9.357896,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2007,9.458315,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2008,9.621498,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2009,10.318162,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2010,9.577564,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2011,9.213542,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2012,7.726069,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2013,9.922758,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2014,10.732395,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2015,10.569212,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2016,10.958341,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2017,11.083865,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2018,11.071312,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2019,10.512726,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2020,10.7575,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2021,11.090141,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2022,10.883024,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2023,11.127799,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,2024,11.2533245,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
matrix_multiplication_exponent,Matrix multiplication exponent omega,optimization-algorithms,algorithmic-speed,frontier,lower_better,exponent,1969,2.8074,Wikipedia,https://en.wikipedia.org/wiki/Computational_complexity_of_matrix_multiplication,Timeline values from the matrix multiplication exponent section.
matrix_multiplication_exponent,Matrix multiplication exponent omega,optimization-algorithms,algorithmic-speed,frontier,lower_better,exponent,1978,2.796,Wikipedia,https://en.wikipedia.org/wiki/Computational_complexity_of_matrix_multiplication,Timeline values from the matrix multiplication exponent section.
matrix_multiplication_exponent,Matrix multiplication exponent omega,optimization-algorithms,algorithmic-speed,frontier,lower_better,exponent,1990,2.3755,Wikipedia,https://en.wikipedia.org/wiki/Computational_complexity_of_matrix_multiplication,Timeline values from the matrix multiplication exponent section.
matrix_multiplication_exponent,Matrix multiplication exponent omega,optimization-algorithms,algorithmic-speed,frontier,lower_better,exponent,2010,2.3737,Wikipedia,https://en.wikipedia.org/wiki/Computational_complexity_of_matrix_multiplication,Timeline values from the matrix multiplication exponent section.
matrix_multiplication_exponent,Matrix multiplication exponent omega,optimization-algorithms,algorithmic-speed,frontier,lower_better,exponent,2012,2.3729,Wikipedia,https://en.wikipedia.org/wiki/Computational_complexity_of_matrix_multiplication,Timeline values from the matrix multiplication exponent section.
matrix_multiplication_exponent,Matrix multiplication exponent omega,optimization-algorithms,algorithmic-speed,frontier,lower_better,exponent,2014,2.3728639,Wikipedia,https://en.wikipedia.org/wiki/Computational_complexity_of_matrix_multiplication,Timeline values from the matrix multiplication exponent section.
matrix_multiplication_exponent,Matrix multiplication exponent omega,optimization-algorithms,algorithmic-speed,frontier,lower_better,exponent,2020,2.3728596,Wikipedia,https://en.wikipedia.org/wiki/Computational_complexity_of_matrix_multiplication,Timeline values from the matrix multiplication exponent section.
matrix_multiplication_exponent,Matrix multiplication exponent omega,optimization-algorithms,algorithmic-speed,frontier,lower_better,exponent,2022,2.371866,Wikipedia,https://en.wikipedia.org/wiki/Computational_complexity_of_matrix_multiplication,Timeline values from the matrix multiplication exponent section.
matrix_multiplication_exponent,Matrix multiplication exponent omega,optimization-algorithms,algorithmic-speed,frontier,lower_better,exponent,2024,2.371339,Wikipedia,https://en.wikipedia.org/wiki/Computational_complexity_of_matrix_multiplication,Timeline values from the matrix multiplication exponent section.

hutter_enwik8_total_size,Hutter Prize total compressed size enwik8,optimization-compression,compression-efficiency,frontier,lower_better,bytes,2005,18324887,Hutter Prize,https://www.hutter1.net/prize/index.htm,Historical baseline from pre-prize entry.
hutter_enwik8_total_size,Hutter Prize total compressed size enwik8,optimization-compression,compression-efficiency,frontier,lower_better,bytes,2006,17073018,Hutter Prize,https://www.hutter1.net/prize/index.htm,Winner total size reported on prize history table.
hutter_enwik8_total_size,Hutter Prize total compressed size enwik8,optimization-compression,compression-efficiency,frontier,lower_better,bytes,2007,16481655,Hutter Prize,https://www.hutter1.net/prize/index.htm,Winner total size reported on prize history table.
hutter_enwik8_total_size,Hutter Prize total compressed size enwik8,optimization-compression,compression-efficiency,frontier,lower_better,bytes,2009,15949688,Hutter Prize,https://www.hutter1.net/prize/index.htm,Winner total size reported on prize history table.
hutter_enwik8_total_size,Hutter Prize total compressed size enwik8,optimization-compression,compression-efficiency,frontier,lower_better,bytes,2017,15284944,Hutter Prize,https://www.hutter1.net/prize/index.htm,Winner total size reported on prize history table.

hutter_enwik9_total_size,Hutter Prize total compressed size enwik9,optimization-compression,compression-efficiency,frontier,lower_better,bytes,2019,116673681,Hutter Prize,https://www.hutter1.net/prize/index.htm,Winner total size reported on prize history table.
hutter_enwik9_total_size,Hutter Prize total compressed size enwik9,optimization-compression,compression-efficiency,frontier,lower_better,bytes,2021,115352938,Hutter Prize,https://www.hutter1.net/prize/index.htm,Winner total size reported on prize history table.
hutter_enwik9_total_size,Hutter Prize total compressed size enwik9,optimization-compression,compression-efficiency,frontier,lower_better,bytes,2023,114156155,Hutter Prize,https://www.hutter1.net/prize/index.htm,Winner total size reported on prize history table.
hutter_enwik9_total_size,Hutter Prize total compressed size enwik9,optimization-compression,compression-efficiency,frontier,lower_better,bytes,2024,110793128,Hutter Prize,https://www.hutter1.net/prize/index.htm,Winner total size reported on prize history table.

wifi_peak_spectral_efficiency,Wi-Fi peak spectral efficiency,communications-channel,channel-efficiency,frontier,higher_better,bits per second per Hz,1999,0.55,Wikipedia,https://en.wikipedia.org/wiki/IEEE_802.11,Computed as max PHY data rate divided by nominal channel width for representative 802.11 generations.
wifi_peak_spectral_efficiency,Wi-Fi peak spectral efficiency,communications-channel,channel-efficiency,frontier,higher_better,bits per second per Hz,2003,2.7,Wikipedia,https://en.wikipedia.org/wiki/IEEE_802.11,Computed as max PHY data rate divided by nominal channel width for representative 802.11 generations.
wifi_peak_spectral_efficiency,Wi-Fi peak spectral efficiency,communications-channel,channel-efficiency,frontier,higher_better,bits per second per Hz,2009,15,Wikipedia,https://en.wikipedia.org/wiki/IEEE_802.11,Computed as max PHY data rate divided by nominal channel width for representative 802.11 generations.
wifi_peak_spectral_efficiency,Wi-Fi peak spectral efficiency,communications-channel,channel-efficiency,frontier,higher_better,bits per second per Hz,2013,43.125,Wikipedia,https://en.wikipedia.org/wiki/IEEE_802.11,Computed as max PHY data rate divided by nominal channel width for representative 802.11 generations.
wifi_peak_spectral_efficiency,Wi-Fi peak spectral efficiency,communications-channel,channel-efficiency,frontier,higher_better,bits per second per Hz,2019,60,Wikipedia,https://en.wikipedia.org/wiki/IEEE_802.11,Computed as max PHY data rate divided by nominal channel width for representative 802.11 generations.
